timestamp,zone,energy_consumption_kwh,month
2024-01-01 00:00:00,North,232.82883549467894,1
2024-01-01 00:00:00,South,478.27556120566317,1
2024-01-01 00:00:00,East,393.5650551135276,1
2024-01-01 00:00:00,West,340.87309413995564,1
2024-01-01 00:00:00,Central,181.18205785151468,1
2024-01-01 01:00:00,North,169.83006903588935,1
2024-01-01 01:00:00,South,111.52711925913133,1
2024-01-01 01:00:00,East,447.5576235266486,1
2024-01-01 01:00:00,West,339.7923654841872,1
2024-01-01 01:00:00,Central,401.88507891936945,1
2024-01-01 02:00:00,North,103.82023810889815,1
2024-01-01 02:00:00,South,489.26733608005947,1
2024-01-01 02:00:00,East,435.6478892763449,1
2024-01-01 02:00:00,West,174.2378689353698,1
2024-01-01 02:00:00,Central,157.48607024645588,1
2024-01-01 03:00:00,North,171.09742167957964,1
2024-01-01 03:00:00,South,228.36496433308028,1
2024-01-01 03:00:00,East,296.7729528359812,1
2024-01-01 03:00:00,West,271.78023712205663,1
2024-01-01 03:00:00,Central,209.79803675981947,1
2024-01-01 04:00:00,North,325.3806948327993,1
2024-01-01 04:00:00,South,158.12893495057182,1
2024-01-01 04:00:00,East,220.94996691159156,1
2024-01-01 04:00:00,West,253.24903908556894,1
2024-01-01 04:00:00,Central,290.26027474098106,1
2024-01-01 05:00:00,North,413.07866924683685,1
2024-01-01 05:00:00,South,183.87403916949086,1
2024-01-01 05:00:00,East,307.5726230993642,1
2024-01-01 05:00:00,West,311.23412552919194,1
2024-01-01 05:00:00,Central,103.58211837026836,1
2024-01-01 06:00:00,North,335.61357508828127,1
2024-01-01 06:00:00,South,168.7334499178887,1
2024-01-01 06:00:00,East,128.6981007747009,1
2024-01-01 06:00:00,West,486.07548671077006,1
2024-01-01 06:00:00,Central,492.99949601172176,1
2024-01-01 07:00:00,North,425.2191528421346,1
2024-01-01 07:00:00,South,226.76758693238213,1
2024-01-01 07:00:00,East,154.3991379410488,1
2024-01-01 07:00:00,West,377.80190555620055,1
2024-01-01 07:00:00,Central,275.72547315294327,1
2024-01-01 08:00:00,North,153.39700343123354,1
2024-01-01 08:00:00,South,306.2273256359263,1
2024-01-01 08:00:00,East,129.2500580740395,1
2024-01-01 08:00:00,West,452.7796973399504,1
2024-01-01 08:00:00,Central,187.11752552797847,1
2024-01-01 09:00:00,North,367.08210949769676,1
2024-01-01 09:00:00,South,210.23156064733666,1
2024-01-01 09:00:00,East,305.5353318252494,1
2024-01-01 09:00:00,West,336.7937132455714,1
2024-01-01 09:00:00,Central,173.97634182225727,1
2024-01-01 10:00:00,North,487.9780282092907,1
2024-01-01 10:00:00,South,406.04762722173587,1
2024-01-01 10:00:00,East,490.85005102795003,1
2024-01-01 10:00:00,West,462.1640004042326,1
2024-01-01 10:00:00,Central,334.4799678973567,1
2024-01-01 11:00:00,North,483.54922952140566,1
2024-01-01 11:00:00,South,137.2488024178807,1
2024-01-01 11:00:00,East,174.2433183894814,1
2024-01-01 11:00:00,West,97.2095075315346,1
2024-01-01 11:00:00,Central,231.50628578697194,1
2024-01-01 12:00:00,North,250.95708139754268,1
2024-01-01 12:00:00,South,205.3923103830908,1
2024-01-01 12:00:00,East,427.7856461309398,1
2024-01-01 12:00:00,West,224.39531145174968,1
2024-01-01 12:00:00,Central,238.01155759826057,1
2024-01-01 13:00:00,North,310.1403374713376,1
2024-01-01 13:00:00,South,163.05293075340157,1
2024-01-01 13:00:00,East,418.6897941406553,1
2024-01-01 13:00:00,West,102.44650253842693,1
2024-01-01 13:00:00,Central,493.27245069755963,1
2024-01-01 14:00:00,North,410.09240158726095,1
2024-01-01 14:00:00,South,174.03548087755757,1
2024-01-01 14:00:00,East,116.71793012236066,1
2024-01-01 14:00:00,West,444.10437675312426,1
2024-01-01 14:00:00,Central,385.61401203382303,1
2024-01-01 15:00:00,North,395.83571658944084,1
2024-01-01 15:00:00,South,396.98265551603635,1
2024-01-01 15:00:00,East,118.05515333874926,1
2024-01-01 15:00:00,West,236.8418346498529,1
2024-01-01 15:00:00,Central,166.34909438189254,1
2024-01-01 16:00:00,North,439.7556788328017,1
2024-01-01 16:00:00,South,362.48994009008385,1
2024-01-01 16:00:00,East,225.13366881676316,1
2024-01-01 16:00:00,West,115.80101924240725,1
2024-01-01 16:00:00,Central,219.38926284255103,1
2024-01-01 17:00:00,North,224.81421940723698,1
2024-01-01 17:00:00,South,384.58733291606853,1
2024-01-01 17:00:00,East,370.6383787652296,1
2024-01-01 17:00:00,West,454.34324768697246,1
2024-01-01 17:00:00,Central,286.89631440039113,1
2024-01-01 18:00:00,North,148.09148209306466,1
2024-01-01 18:00:00,South,394.44705490829455,1
2024-01-01 18:00:00,East,404.56484392387455,1
2024-01-01 18:00:00,West,327.5662107227912,1
2024-01-01 18:00:00,Central,418.56364784280765,1
2024-01-01 19:00:00,North,286.8277092200049,1
2024-01-01 19:00:00,South,300.71585807868075,1
2024-01-01 19:00:00,East,272.1009117082278,1
2024-01-01 19:00:00,West,103.08991643552983,1
2024-01-01 19:00:00,Central,140.8356126981441,1
2024-01-01 20:00:00,North,101.5435270074326,1
2024-01-01 20:00:00,South,345.93585283266157,1
2024-01-01 20:00:00,East,236.84626519361848,1
2024-01-01 20:00:00,West,299.7592764730179,1
2024-01-01 20:00:00,Central,458.4389366674813,1
2024-01-01 21:00:00,North,191.44637945038218,1
2024-01-01 21:00:00,South,255.29933290567857,1
2024-01-01 21:00:00,East,391.84546324244303,1
2024-01-01 21:00:00,West,178.60818582150276,1
2024-01-01 21:00:00,Central,123.75409058885408,1
2024-01-01 22:00:00,North,214.7440475829512,1
2024-01-01 22:00:00,South,170.89491145154574,1
2024-01-01 22:00:00,East,471.0346399299784,1
2024-01-01 22:00:00,West,413.1728005348997,1
2024-01-01 22:00:00,Central,347.9482038811577,1
2024-01-01 23:00:00,North,442.56645240963786,1
2024-01-01 23:00:00,South,414.8572950472321,1
2024-01-01 23:00:00,East,170.84056539794037,1
2024-01-01 23:00:00,West,465.9195685372019,1
2024-01-01 23:00:00,Central,322.47466334686357,1
2024-01-02 00:00:00,North,438.94309297575154,1
2024-01-02 00:00:00,South,449.50518371401256,1
2024-01-02 00:00:00,East,216.0335623641862,1
2024-01-02 00:00:00,West,140.32902932113112,1
2024-01-02 00:00:00,Central,202.83808399787463,1
2024-01-02 01:00:00,North,249.79576499067127,1
2024-01-02 01:00:00,South,428.3452114180138,1
2024-01-02 01:00:00,East,440.90711786666975,1
2024-01-02 01:00:00,West,109.01616369735474,1
2024-01-02 01:00:00,Central,308.50131337612754,1
2024-01-02 02:00:00,North,273.15559176259177,1
2024-01-02 02:00:00,South,193.74452949218303,1
2024-01-02 02:00:00,East,175.96823353865489,1
2024-01-02 02:00:00,West,252.88904520148537,1
2024-01-02 02:00:00,Central,485.41784596693924,1
2024-01-02 03:00:00,North,224.4289105772132,1
2024-01-02 03:00:00,South,303.7587841626957,1
2024-01-02 03:00:00,East,392.6989401120641,1
2024-01-02 03:00:00,West,257.3305112258009,1
2024-01-02 03:00:00,Central,480.2048314817573,1
2024-01-02 04:00:00,North,464.9880903099218,1
2024-01-02 04:00:00,South,182.39336536154983,1
2024-01-02 04:00:00,East,310.62597181350276,1
2024-01-02 04:00:00,West,233.9548355766231,1
2024-01-02 04:00:00,Central,214.10926118767838,1
2024-01-02 05:00:00,North,117.99329874984161,1
2024-01-02 05:00:00,South,361.64915796175427,1
2024-01-02 05:00:00,East,321.2125708628517,1
2024-01-02 05:00:00,West,127.38816179406801,1
2024-01-02 05:00:00,Central,211.24160235713455,1
2024-01-02 06:00:00,North,458.98283584667416,1
2024-01-02 06:00:00,South,193.00983333690428,1
2024-01-02 06:00:00,East,150.21207643383948,1
2024-01-02 06:00:00,West,302.29833351702575,1
2024-01-02 06:00:00,Central,492.9464384649927,1
